wav,txt
fechas1/train/fechas1_002420.wav,el siguiente lunes (1)
fechas1/train/fechas1_002421.wav,el jueves (4) gracias
fechas1/train/fechas1_002422.wav,el próximo viernes (5)
fechas1/train/fechas1_002423.wav,el miércoles (3)
fechas1/train/fechas1_002424.wav,por favor el próximo lunes (1)
fechas1/train/fechas1_002425.wav,mañana (+1)
fechas1/train/fechas1_002426.wav,mañana (+1)
fechas1/train/fechas1_002427.wav,este viernes (5) gracias
fechas1/train/fechas1_002428.wav,este miércoles (3) próximo gracias
fechas1/train/fechas1_002429.wav,este lunes (1)
fechas1/train/fechas1_002430.wav,este viernes (5) por favor
fechas1/train/fechas1_002431.wav,por favor en tres días (+3)
fechas1/train/fechas1_002432.wav,el próximo martes (2)
fechas1/train/fechas1_002433.wav,el martes (2) gracias
fechas1/train/fechas1_002434.wav,este jueves (4)
fechas1/train/fechas1_002435.wav,el jueves (4) próximo gracias
fechas1/train/fechas1_002436.wav,este martes (2) siguiente
fechas1/train/fechas1_002437.wav,este lunes (1) que viene por favor
fechas1/train/fechas1_002438.wav,el martes (2)
fechas1/train/fechas1_002439.wav,el próximo miércoles (3) por favor
fechas1/train/fechas1_002440.wav,el siguiente miércoles (3)
fechas1/train/fechas1_002441.wav,mañana (+1)
fechas1/train/fechas1_002442.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_002443.wav,el lunes (1) siguiente
fechas1/train/fechas1_002444.wav,este viernes (5) siguiente
fechas1/train/fechas1_002445.wav,en un par de días (+2) por favor
fechas1/train/fechas1_002446.wav,en un par de días (+2)
fechas1/train/fechas1_002447.wav,el lunes (1) que viene
fechas1/train/fechas1_002448.wav,el siguiente martes (2)
fechas1/train/fechas1_002449.wav,el miércoles (3) que viene
fechas1/train/fechas1_002450.wav,el martes (2)
fechas1/train/fechas1_002451.wav,el jueves (4) siguiente gracias
fechas1/train/fechas1_002452.wav,en un par de días (+2) por favor
fechas1/train/fechas1_002453.wav,este miércoles (3) próximo
fechas1/train/fechas1_002454.wav,este martes (2) que viene
fechas1/train/fechas1_002455.wav,este lunes (1) próximo
fechas1/train/fechas1_002456.wav,el siguiente lunes (1)
fechas1/train/fechas1_002457.wav,en tres días (+3)
fechas1/train/fechas1_002458.wav,este viernes (5) próximo
fechas1/train/fechas1_002459.wav,el jueves (4)
fechas1/train/fechas1_002460.wav,este jueves (4) próximo gracias
fechas1/train/fechas1_002461.wav,en un par de días (+2) gracias
fechas1/train/fechas1_002462.wav,este lunes (1) próximo por favor
fechas1/train/fechas1_002463.wav,el próximo lunes (1)
fechas1/train/fechas1_002464.wav,el siguiente martes (2)
fechas1/train/fechas1_002465.wav,el miércoles (3) por favor
fechas1/train/fechas1_002466.wav,por favor el próximo martes (2)
fechas1/train/fechas1_002467.wav,este lunes (1) siguiente gracias
fechas1/train/fechas1_002468.wav,por favor este jueves (4)
fechas1/train/fechas1_002469.wav,por favor este jueves (4)
fechas1/train/fechas1_002470.wav,este lunes (1) por favor
fechas1/train/fechas1_002471.wav,el siguiente viernes (5)
fechas1/train/fechas1_002472.wav,el próximo jueves (4)
fechas1/train/fechas1_002473.wav,por favor en tres días (+3)
fechas1/train/fechas1_002474.wav,el miércoles (3) próximo
fechas1/train/fechas1_002475.wav,este viernes (5) gracias
fechas1/train/fechas1_002476.wav,el próximo martes (2)
fechas1/train/fechas1_002477.wav,el siguiente lunes (1)
fechas1/train/fechas1_002478.wav,este martes (2) gracias
fechas1/train/fechas1_002479.wav,pasado mañana (+2)
fechas1/train/fechas1_002480.wav,el viernes (5) siguiente
fechas1/train/fechas1_002481.wav,el lunes (1) próximo
fechas1/train/fechas1_002482.wav,en un par de días (+2)
fechas1/train/fechas1_002483.wav,este martes (2) que viene
fechas1/train/fechas1_002484.wav,este miércoles (3) que viene por favor
fechas1/train/fechas1_002485.wav,el miércoles (3)
fechas1/train/fechas1_002486.wav,el próximo martes (2)
fechas1/train/fechas1_002487.wav,el miércoles (3) que viene por favor
fechas1/train/fechas1_002488.wav,el jueves (4)
fechas1/train/fechas1_002489.wav,el siguiente jueves (4)
fechas1/train/fechas1_002490.wav,este lunes (1) que viene
fechas1/train/fechas1_002491.wav,por favor este miércoles (3)
fechas1/train/fechas1_002492.wav,el siguiente lunes (1) por favor
fechas1/train/fechas1_002493.wav,este jueves (4) próximo por favor
fechas1/train/fechas1_002494.wav,el jueves (4) que viene
fechas1/train/fechas1_002495.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_002496.wav,este miércoles (3) siguiente por favor
fechas1/train/fechas1_002497.wav,por favor el viernes (5)
fechas1/train/fechas1_002498.wav,el próximo miércoles (3)
fechas1/train/fechas1_002499.wav,este miércoles (3) siguiente
fechas1/train/fechas1_002500.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_002501.wav,el siguiente jueves (4)
fechas1/train/fechas1_002502.wav,por favor el viernes (5) próximo
fechas1/train/fechas1_002503.wav,el martes (2)
fechas1/train/fechas1_002504.wav,el martes (2) siguiente por favor
fechas1/train/fechas1_002505.wav,este martes (2) siguiente
fechas1/train/fechas1_002506.wav,este miércoles (3) gracias
fechas1/train/fechas1_002507.wav,el jueves (4) que viene
fechas1/train/fechas1_002508.wav,el jueves (4)
fechas1/train/fechas1_002509.wav,por favor este jueves (4) próximo
fechas1/train/fechas1_002510.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_002511.wav,el lunes (1) por favor
fechas1/train/fechas1_002512.wav,el viernes (5)
fechas1/train/fechas1_002513.wav,este viernes (5) siguiente por favor
fechas1/train/fechas1_002514.wav,en tres días (+3)
fechas1/train/fechas1_002515.wav,el lunes (1) siguiente por favor
fechas1/train/fechas1_002516.wav,este lunes (1) próximo
fechas1/train/fechas1_002517.wav,el martes (2) próximo gracias
fechas1/train/fechas1_002518.wav,en un par de días (+2)
fechas1/train/fechas1_002519.wav,este jueves (4)
fechas1/train/fechas1_002520.wav,por favor el siguiente lunes (1)
fechas1/train/fechas1_002521.wav,en tres días (+3)
fechas1/train/fechas1_002522.wav,este viernes (5) siguiente
fechas1/train/fechas1_002523.wav,este martes (2)
fechas1/train/fechas1_002524.wav,por favor en un par de días (+2)
fechas1/train/fechas1_002525.wav,por favor este lunes (1)
fechas1/train/fechas1_002526.wav,el siguiente miércoles (3)
fechas1/train/fechas1_002527.wav,este miércoles (3) próximo por favor
fechas1/train/fechas1_002528.wav,este viernes (5)
fechas1/train/fechas1_002529.wav,en un par de días (+2)
fechas1/train/fechas1_002530.wav,el próximo martes (2)
fechas1/train/fechas1_002531.wav,el siguiente jueves (4)
fechas1/train/fechas1_002532.wav,este viernes (5) por favor
fechas1/train/fechas1_002533.wav,por favor en un par de días (+2)
fechas1/train/fechas1_002534.wav,este miércoles (3)
fechas1/train/fechas1_002535.wav,en tres días (+3) por favor
fechas1/train/fechas1_002536.wav,el martes (2)
fechas1/train/fechas1_002537.wav,por favor el próximo lunes (1)
fechas1/train/fechas1_002538.wav,mañana (+1)
fechas1/train/fechas1_002539.wav,pasado mañana (+2)
fechas1/train/fechas1_002540.wav,por favor el miércoles (3)
fechas1/train/fechas1_002541.wav,por favor este martes (2) próximo
fechas1/train/fechas1_002542.wav,el siguiente miércoles (3)
fechas1/train/fechas1_002543.wav,este jueves (4)
fechas1/train/fechas1_002544.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_002545.wav,el martes (2)
fechas1/train/fechas1_002546.wav,el próximo miércoles (3)
fechas1/train/fechas1_002547.wav,en un par de días (+2) gracias
fechas1/train/fechas1_002548.wav,el siguiente viernes (5) gracias
fechas1/train/fechas1_002549.wav,este jueves (4) siguiente por favor
fechas1/train/fechas1_002550.wav,este jueves (4) por favor
fechas1/train/fechas1_002551.wav,el martes (2)
fechas1/train/fechas1_002552.wav,el siguiente lunes (1)
fechas1/train/fechas1_002553.wav,el siguiente lunes (1)
fechas1/train/fechas1_002554.wav,el martes (2)
fechas1/train/fechas1_002555.wav,en tres días (+3)
fechas1/train/fechas1_002556.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_002557.wav,por favor este viernes (5) siguiente
fechas1/train/fechas1_002558.wav,el siguiente miércoles (3) por favor
fechas1/train/fechas1_002559.wav,pasado mañana (+2) gracias
fechas1/train/fechas1_002560.wav,por favor este viernes (5) siguiente
fechas1/train/fechas1_002561.wav,por favor en tres días (+3)
fechas1/train/fechas1_002562.wav,el próximo martes (2)
fechas1/train/fechas1_002563.wav,este martes (2) próximo por favor
fechas1/train/fechas1_002564.wav,el siguiente viernes (5)
fechas1/train/fechas1_002565.wav,en tres días (+3) gracias
fechas1/train/fechas1_002566.wav,el siguiente viernes (5)
fechas1/train/fechas1_002567.wav,en un par de días (+2)
fechas1/train/fechas1_002568.wav,el lunes (1) próximo
fechas1/train/fechas1_002569.wav,el jueves (4) siguiente
fechas1/train/fechas1_002570.wav,este miércoles (3)
fechas1/train/fechas1_002571.wav,por favor el próximo lunes (1)
fechas1/train/fechas1_002572.wav,en tres días (+3) por favor
fechas1/train/fechas1_002573.wav,por favor el próximo lunes (1)
fechas1/train/fechas1_002574.wav,el jueves (4) que viene
fechas1/train/fechas1_002575.wav,en un par de días (+2)
fechas1/train/fechas1_002576.wav,este lunes (1) gracias
fechas1/train/fechas1_002577.wav,el miércoles (3) próximo
fechas1/train/fechas1_002578.wav,en tres días (+3)
fechas1/train/fechas1_002579.wav,en un par de días (+2) gracias
fechas1/train/fechas1_002580.wav,este miércoles (3)
fechas1/train/fechas1_002581.wav,este martes (2) por favor
fechas1/train/fechas1_002582.wav,el martes (2)
fechas1/train/fechas1_002583.wav,el martes (2) siguiente
fechas1/train/fechas1_002584.wav,en tres días (+3)
fechas1/train/fechas1_002585.wav,este miércoles (3) gracias
fechas1/train/fechas1_002586.wav,este jueves (4) que viene por favor
fechas1/train/fechas1_002587.wav,este lunes (1)
fechas1/train/fechas1_002588.wav,el martes (2)
fechas1/train/fechas1_002589.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_002590.wav,el próximo martes (2)
fechas1/train/fechas1_002591.wav,el siguiente miércoles (3) por favor
fechas1/train/fechas1_002592.wav,el viernes (5)
fechas1/train/fechas1_002593.wav,el siguiente miércoles (3)
fechas1/train/fechas1_002594.wav,el martes (2) por favor
fechas1/train/fechas1_002595.wav,el próximo martes (2)
fechas1/train/fechas1_002596.wav,mañana (+1) por favor
fechas1/train/fechas1_002597.wav,en un par de días (+2)
fechas1/train/fechas1_002598.wav,este viernes (5) próximo por favor
fechas1/train/fechas1_002599.wav,en un par de días (+2)
fechas1/train/fechas1_002600.wav,en un par de días (+2) por favor
fechas1/train/fechas1_002601.wav,por favor el lunes (1)
fechas1/train/fechas1_002602.wav,este jueves (4) que viene gracias
fechas1/train/fechas1_002603.wav,el siguiente viernes (5)
fechas1/train/fechas1_002604.wav,en un par de días (+2)
fechas1/train/fechas1_002605.wav,este jueves (4) siguiente
fechas1/train/fechas1_002606.wav,este jueves (4)
fechas1/train/fechas1_002607.wav,por favor este martes (2)
fechas1/train/fechas1_002608.wav,este viernes (5)
fechas1/train/fechas1_002609.wav,por favor el martes (2) siguiente
fechas1/train/fechas1_002610.wav,el siguiente jueves (4)
fechas1/train/fechas1_002611.wav,por favor el próximo martes (2)
fechas1/train/fechas1_002612.wav,mañana (+1)
fechas1/train/fechas1_002613.wav,por favor en tres días (+3)
fechas1/train/fechas1_002614.wav,el lunes (1) por favor
fechas1/train/fechas1_002615.wav,este martes (2) próximo
fechas1/train/fechas1_002616.wav,el siguiente lunes (1) por favor
fechas1/train/fechas1_002617.wav,el próximo miércoles (3)
fechas1/train/fechas1_002618.wav,el siguiente martes (2)
fechas1/train/fechas1_002619.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_002620.wav,este viernes (5) gracias
fechas1/train/fechas1_002621.wav,por favor mañana (+1)
fechas1/train/fechas1_002622.wav,el siguiente jueves (4)
fechas1/train/fechas1_002623.wav,este viernes (5) que viene por favor
fechas1/train/fechas1_002624.wav,en tres días (+3) gracias
fechas1/train/fechas1_002625.wav,este miércoles (3) siguiente gracias
fechas1/train/fechas1_002626.wav,este martes (2) que viene por favor
fechas1/train/fechas1_002627.wav,por favor el próximo viernes (5)
fechas1/train/fechas1_002628.wav,en tres días (+3)
fechas1/train/fechas1_002629.wav,el miércoles (3) gracias
fechas1/train/fechas1_002630.wav,por favor este viernes (5)
fechas1/train/fechas1_002631.wav,por favor el martes (2)
fechas1/train/fechas1_002632.wav,pasado mañana (+2)
fechas1/train/fechas1_002633.wav,el lunes (1) próximo
fechas1/train/fechas1_002634.wav,este martes (2) próximo por favor
fechas1/train/fechas1_002635.wav,el próximo lunes (1)
fechas1/train/fechas1_002636.wav,este lunes (1) siguiente
fechas1/train/fechas1_002637.wav,en un par de días (+2) por favor
fechas1/train/fechas1_002638.wav,este miércoles (3)
fechas1/train/fechas1_002639.wav,por favor este martes (2)
fechas1/train/fechas1_002640.wav,el jueves (4)
fechas1/train/fechas1_002641.wav,este viernes (5) siguiente
fechas1/train/fechas1_002642.wav,el siguiente lunes (1) por favor
fechas1/train/fechas1_002643.wav,el viernes (5)
fechas1/train/fechas1_002644.wav,por favor el lunes (1) siguiente
fechas1/train/fechas1_002645.wav,el viernes (5)
fechas1/train/fechas1_002646.wav,este miércoles (3) que viene
fechas1/train/fechas1_002647.wav,en un par de días (+2) gracias
fechas1/train/fechas1_002648.wav,por favor en un par de días (+2)
fechas1/train/fechas1_002649.wav,este miércoles (3)
fechas1/train/fechas1_002650.wav,el jueves (4) gracias
fechas1/train/fechas1_002651.wav,en un par de días (+2)
fechas1/train/fechas1_002652.wav,el martes (2) siguiente
fechas1/train/fechas1_002653.wav,este viernes (5)
fechas1/train/fechas1_002654.wav,mañana (+1) por favor
fechas1/train/fechas1_002655.wav,en tres días (+3)
fechas1/train/fechas1_002656.wav,este miércoles (3) próximo
fechas1/train/fechas1_002657.wav,el próximo viernes (5) gracias
fechas1/train/fechas1_002658.wav,el próximo lunes (1) por favor
fechas1/train/fechas1_002659.wav,el viernes (5) próximo por favor
fechas1/train/fechas1_002660.wav,en tres días (+3) gracias
fechas1/train/fechas1_002661.wav,el próximo viernes (5)
fechas1/train/fechas1_002662.wav,el siguiente viernes (5) por favor
fechas1/train/fechas1_002663.wav,en tres días (+3) gracias
fechas1/train/fechas1_002664.wav,en tres días (+3)
fechas1/train/fechas1_002665.wav,este jueves (4) gracias
fechas1/train/fechas1_002666.wav,por favor el próximo lunes (1)
fechas1/train/fechas1_002667.wav,en un par de días (+2)
fechas1/train/fechas1_002668.wav,el viernes (5) próximo
fechas1/train/fechas1_002669.wav,por favor el próximo jueves (4)
fechas1/train/fechas1_002670.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_002671.wav,en un par de días (+2)
fechas1/train/fechas1_002672.wav,este viernes (5) que viene por favor
fechas1/train/fechas1_002673.wav,este jueves (4) siguiente
fechas1/train/fechas1_002674.wav,por favor este lunes (1)
fechas1/train/fechas1_002675.wav,el próximo miércoles (3)
fechas1/train/fechas1_002676.wav,el lunes (1)
fechas1/train/fechas1_002677.wav,este miércoles (3) por favor
fechas1/train/fechas1_002678.wav,el siguiente jueves (4) por favor
fechas1/train/fechas1_002679.wav,el jueves (4) siguiente
fechas1/train/fechas1_002680.wav,por favor en un par de días (+2)
fechas1/train/fechas1_002681.wav,en tres días (+3)
fechas1/train/fechas1_002682.wav,por favor el siguiente miércoles (3)
fechas1/train/fechas1_002683.wav,en tres días (+3)
fechas1/train/fechas1_002684.wav,el próximo jueves (4) por favor
fechas1/train/fechas1_002685.wav,el miércoles (3)
fechas1/train/fechas1_002686.wav,el próximo lunes (1)
fechas1/train/fechas1_002687.wav,el martes (2)
fechas1/train/fechas1_002688.wav,este martes (2) próximo gracias
fechas1/train/fechas1_002689.wav,pasado mañana (+2)
fechas1/train/fechas1_002690.wav,el siguiente jueves (4)
fechas1/train/fechas1_002691.wav,en tres días (+3)
fechas1/train/fechas1_002692.wav,el siguiente jueves (4) gracias
fechas1/train/fechas1_002693.wav,el martes (2) siguiente
fechas1/train/fechas1_002694.wav,el lunes (1) que viene
fechas1/train/fechas1_002695.wav,en un par de días (+2)
fechas1/train/fechas1_002696.wav,el siguiente jueves (4)
fechas1/train/fechas1_002697.wav,el siguiente jueves (4) por favor
fechas1/train/fechas1_002698.wav,por favor el próximo jueves (4)
fechas1/train/fechas1_002699.wav,este jueves (4)
fechas1/train/fechas1_002700.wav,en un par de días (+2)
fechas1/train/fechas1_002701.wav,el jueves (4)
fechas1/train/fechas1_002702.wav,este martes (2)
fechas1/train/fechas1_002703.wav,este viernes (5) por favor
fechas1/train/fechas1_002704.wav,el próximo miércoles (3)
fechas1/train/fechas1_002705.wav,en un par de días (+2)
fechas1/train/fechas1_002706.wav,este martes (2)
fechas1/train/fechas1_002707.wav,por favor el viernes (5) siguiente
fechas1/train/fechas1_002708.wav,por favor el jueves (4)
fechas1/train/fechas1_002709.wav,en un par de días (+2)
fechas1/train/fechas1_002710.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_002711.wav,el viernes (5) próximo gracias
fechas1/train/fechas1_002712.wav,el lunes (1) por favor
fechas1/train/fechas1_002713.wav,en un par de días (+2)
fechas1/train/fechas1_002714.wav,por favor este jueves (4) siguiente
fechas1/train/fechas1_002715.wav,en tres días (+3) gracias
fechas1/train/fechas1_002716.wav,este martes (2) próximo por favor
fechas1/train/fechas1_002717.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_002718.wav,el próximo jueves (4)
fechas1/train/fechas1_002719.wav,el martes (2)
fechas1/train/fechas1_002720.wav,por favor el miércoles (3) que viene
fechas1/train/fechas1_002721.wav,el siguiente martes (2)
fechas1/train/fechas1_002722.wav,este viernes (5) por favor
fechas1/train/fechas1_002723.wav,este jueves (4) por favor
fechas1/train/fechas1_002724.wav,en tres días (+3)
fechas1/train/fechas1_002725.wav,por favor el martes (2)
fechas1/train/fechas1_002726.wav,el miércoles (3)
fechas1/train/fechas1_002727.wav,el jueves (4)
fechas1/train/fechas1_002728.wav,el martes (2) por favor
fechas1/train/fechas1_002729.wav,en tres días (+3) gracias
fechas1/train/fechas1_002730.wav,el viernes (5) próximo
fechas1/train/fechas1_002731.wav,en un par de días (+2)
fechas1/train/fechas1_002732.wav,el martes (2) próximo
fechas1/train/fechas1_002733.wav,el próximo lunes (1)
fechas1/train/fechas1_002734.wav,el lunes (1)
fechas1/train/fechas1_002735.wav,el miércoles (3)
fechas1/train/fechas1_002736.wav,en un par de días (+2) gracias
fechas1/train/fechas1_002737.wav,el martes (2) por favor
fechas1/train/fechas1_002738.wav,el siguiente viernes (5)
fechas1/train/fechas1_002739.wav,por favor el próximo martes (2)
fechas1/train/fechas1_002740.wav,este jueves (4)
fechas1/train/fechas1_002741.wav,el jueves (4)
fechas1/train/fechas1_002742.wav,este lunes (1) próximo por favor
fechas1/train/fechas1_002743.wav,el jueves (4) siguiente
fechas1/train/fechas1_002744.wav,este miércoles (3)
fechas1/train/fechas1_002745.wav,el siguiente viernes (5)
fechas1/train/fechas1_002746.wav,en un par de días (+2)
fechas1/train/fechas1_002747.wav,el lunes (1) siguiente
fechas1/train/fechas1_002748.wav,el viernes (5) que viene por favor
fechas1/train/fechas1_002749.wav,en un par de días (+2)
fechas1/train/fechas1_002750.wav,el próximo lunes (1)
fechas1/train/fechas1_002751.wav,el viernes (5) gracias
fechas1/train/fechas1_002752.wav,en un par de días (+2)
fechas1/train/fechas1_002753.wav,por favor el jueves (4) siguiente
fechas1/train/fechas1_002754.wav,mañana (+1)
fechas1/train/fechas1_002755.wav,en un par de días (+2) por favor
fechas1/train/fechas1_002756.wav,este miércoles (3)
fechas1/train/fechas1_002757.wav,el viernes (5) siguiente
fechas1/train/fechas1_002758.wav,el próximo viernes (5)
fechas1/train/fechas1_002759.wav,por favor este miércoles (3)
fechas1/train/fechas1_002760.wav,este lunes (1)
fechas1/train/fechas1_002761.wav,en tres días (+3) por favor
fechas1/train/fechas1_002762.wav,en tres días (+3) por favor
fechas1/train/fechas1_002763.wav,en tres días (+3)
fechas1/train/fechas1_002764.wav,el siguiente jueves (4) por favor
fechas1/train/fechas1_002765.wav,el próximo miércoles (3)
fechas1/train/fechas1_002766.wav,este viernes (5) que viene gracias
fechas1/train/fechas1_002767.wav,el siguiente miércoles (3) por favor
fechas1/train/fechas1_002768.wav,el lunes (1)
fechas1/train/fechas1_002769.wav,este martes (2) próximo
fechas1/train/fechas1_002770.wav,este martes (2)
fechas1/train/fechas1_002771.wav,el martes (2)
fechas1/train/fechas1_002772.wav,el siguiente martes (2)
fechas1/train/fechas1_002773.wav,en un par de días (+2)
fechas1/train/fechas1_002774.wav,este jueves (4) próximo
fechas1/train/fechas1_002775.wav,pasado mañana (+2)
fechas1/train/fechas1_002776.wav,el siguiente jueves (4)
fechas1/train/fechas1_002777.wav,en tres días (+3) gracias
fechas1/train/fechas1_002778.wav,este martes (2) próximo
fechas1/train/fechas1_002779.wav,en un par de días (+2)
fechas1/train/fechas1_002780.wav,en un par de días (+2) por favor
fechas1/train/fechas1_002781.wav,el siguiente jueves (4)
fechas1/train/fechas1_002782.wav,por favor este viernes (5) próximo
fechas1/train/fechas1_002783.wav,el siguiente lunes (1) por favor
fechas1/train/fechas1_002784.wav,pasado mañana (+2)
fechas1/train/fechas1_002785.wav,en tres días (+3) gracias
fechas1/train/fechas1_002786.wav,el miércoles (3)
fechas1/train/fechas1_002787.wav,el siguiente viernes (5) gracias
fechas1/train/fechas1_002788.wav,en un par de días (+2)
fechas1/train/fechas1_002789.wav,pasado mañana (+2)
fechas1/train/fechas1_002790.wav,por favor este martes (2) que viene
fechas1/train/fechas1_002791.wav,el miércoles (3) que viene
fechas1/train/fechas1_002792.wav,por favor el viernes (5) que viene
fechas1/train/fechas1_002793.wav,el siguiente viernes (5) gracias
fechas1/train/fechas1_002794.wav,este miércoles (3)
fechas1/train/fechas1_002795.wav,en un par de días (+2)
fechas1/train/fechas1_002796.wav,el miércoles (3)
fechas1/train/fechas1_002797.wav,por favor el próximo miércoles (3)
fechas1/train/fechas1_002798.wav,este lunes (1) próximo
fechas1/train/fechas1_002799.wav,este jueves (4)
fechas1/train/fechas1_002800.wav,el lunes (1)
fechas1/train/fechas1_002801.wav,en tres días (+3) gracias
fechas1/train/fechas1_002802.wav,el viernes (5) por favor
fechas1/train/fechas1_002803.wav,en un par de días (+2)
fechas1/train/fechas1_002804.wav,el viernes (5) siguiente gracias
fechas1/train/fechas1_002805.wav,el siguiente miércoles (3)
fechas1/train/fechas1_002806.wav,este jueves (4)
fechas1/train/fechas1_002807.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_002808.wav,pasado mañana (+2)
fechas1/train/fechas1_002809.wav,por favor en un par de días (+2)
fechas1/train/fechas1_002810.wav,el próximo jueves (4)
fechas1/train/fechas1_002811.wav,este miércoles (3) por favor
fechas1/train/fechas1_002812.wav,el lunes (1) que viene
fechas1/train/fechas1_002813.wav,el siguiente miércoles (3)
fechas1/train/fechas1_002814.wav,mañana (+1)
fechas1/train/fechas1_002815.wav,el siguiente martes (2)
fechas1/train/fechas1_002816.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_002817.wav,este jueves (4)
fechas1/train/fechas1_002818.wav,el lunes (1) por favor
fechas1/train/fechas1_002819.wav,el martes (2) siguiente por favor
fechas1/train/fechas1_002820.wav,el siguiente martes (2)
fechas1/train/fechas1_002821.wav,el jueves (4)
fechas1/train/fechas1_002822.wav,el siguiente martes (2)
fechas1/train/fechas1_002823.wav,en un par de días (+2)
fechas1/train/fechas1_002824.wav,este jueves (4) que viene
fechas1/train/fechas1_002825.wav,el martes (2)
fechas1/train/fechas1_002826.wav,el siguiente jueves (4)
fechas1/train/fechas1_002827.wav,por favor el siguiente jueves (4)
fechas1/train/fechas1_002828.wav,el próximo miércoles (3)
fechas1/train/fechas1_002829.wav,este martes (2)
fechas1/train/fechas1_002830.wav,el siguiente martes (2) por favor
fechas1/train/fechas1_002831.wav,en tres días (+3)
fechas1/train/fechas1_002832.wav,este martes (2) que viene
fechas1/train/fechas1_002833.wav,en un par de días (+2)
fechas1/train/fechas1_002834.wav,en un par de días (+2)
fechas1/train/fechas1_002835.wav,el jueves (4) próximo
fechas1/train/fechas1_002836.wav,mañana (+1) gracias
fechas1/train/fechas1_002837.wav,en tres días (+3)
fechas1/train/fechas1_002838.wav,por favor el martes (2)
fechas1/train/fechas1_002839.wav,este miércoles (3)
fechas1/train/fechas1_002840.wav,por favor el próximo martes (2)
fechas1/train/fechas1_002841.wav,el siguiente lunes (1)
fechas1/train/fechas1_002842.wav,el siguiente lunes (1)
fechas1/train/fechas1_002843.wav,el siguiente miércoles (3)
fechas1/train/fechas1_002844.wav,el martes (2) próximo
fechas1/train/fechas1_002845.wav,por favor en un par de días (+2)
fechas1/train/fechas1_002846.wav,el viernes (5)
fechas1/train/fechas1_002847.wav,en un par de días (+2)
fechas1/train/fechas1_002848.wav,este viernes (5)
fechas1/train/fechas1_002849.wav,en tres días (+3) por favor
fechas1/train/fechas1_002850.wav,pasado mañana (+2) gracias
fechas1/train/fechas1_002851.wav,el siguiente martes (2)
fechas1/train/fechas1_002852.wav,por favor este lunes (1)
fechas1/train/fechas1_002853.wav,el martes (2) próximo
fechas1/train/fechas1_002854.wav,el lunes (1)
fechas1/train/fechas1_002855.wav,por favor este viernes (5) próximo
fechas1/train/fechas1_002856.wav,por favor el lunes (1) que viene
fechas1/train/fechas1_002857.wav,el jueves (4) por favor
fechas1/train/fechas1_002858.wav,por favor este lunes (1) siguiente
fechas1/train/fechas1_002859.wav,el lunes (1) que viene gracias
fechas1/train/fechas1_002860.wav,el próximo jueves (4) gracias
fechas1/train/fechas1_002861.wav,mañana (+1)
fechas1/train/fechas1_002862.wav,el lunes (1) siguiente
fechas1/train/fechas1_002863.wav,el próximo jueves (4)
fechas1/train/fechas1_002864.wav,por favor este martes (2)
fechas1/train/fechas1_002865.wav,este miércoles (3)
fechas1/train/fechas1_002866.wav,este viernes (5)
fechas1/train/fechas1_002867.wav,el siguiente martes (2)
fechas1/train/fechas1_002868.wav,este jueves (4)
fechas1/train/fechas1_002869.wav,este lunes (1)
fechas1/train/fechas1_002870.wav,este miércoles (3) gracias
fechas1/train/fechas1_002871.wav,este martes (2) siguiente gracias
fechas1/train/fechas1_002872.wav,este viernes (5) que viene
fechas1/train/fechas1_002873.wav,este martes (2) que viene
fechas1/train/fechas1_002874.wav,el siguiente viernes (5)
fechas1/train/fechas1_002875.wav,el martes (2) siguiente
fechas1/train/fechas1_002876.wav,en un par de días (+2)
fechas1/train/fechas1_002877.wav,el miércoles (3) próximo
fechas1/train/fechas1_002878.wav,este jueves (4) próximo gracias
fechas1/train/fechas1_002879.wav,el lunes (1) gracias
fechas1/train/fechas1_002880.wav,este martes (2)
fechas1/train/fechas1_002881.wav,este jueves (4) que viene
fechas1/train/fechas1_002882.wav,este miércoles (3) siguiente por favor
fechas1/train/fechas1_002883.wav,en un par de días (+2) por favor
fechas1/train/fechas1_002884.wav,el lunes (1) próximo gracias
fechas1/train/fechas1_002885.wav,el siguiente martes (2) por favor
fechas1/train/fechas1_002886.wav,este jueves (4) que viene
fechas1/train/fechas1_002887.wav,por favor este viernes (5)
fechas1/train/fechas1_002888.wav,este miércoles (3)
fechas1/train/fechas1_002889.wav,el jueves (4) próximo
fechas1/train/fechas1_002890.wav,este miércoles (3)
fechas1/train/fechas1_002891.wav,este viernes (5) siguiente
fechas1/train/fechas1_002892.wav,el siguiente martes (2)
fechas1/train/fechas1_002893.wav,el jueves (4)
fechas1/train/fechas1_002894.wav,el próximo lunes (1)
fechas1/train/fechas1_002895.wav,el viernes (5)
fechas1/train/fechas1_002896.wav,pasado mañana (+2)
